income,loan_amount,loan_term,loan_purpose,loan_type,lien_status,preapproval,debt_to_income_ratio,combined_loan_to_value_ratio,property_value,occupancy_type,construction_method,total_units,submission_of_application,interest_only_payment,balloon_payment,applicant_age,derived_race,derived_ethnicity,derived_sex,LoanApproved
104.0,65000.0,180.0,2,1,2,2,30%-<36%,57.1,,1,1,1,1,2,2,45-54,White,Hispanic or Latino,Male,1
183.0,135000.0,360.0,4,1,2,2,38,89.999,365000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
103.0,305000.0,360.0,1,1,1,1,48,90.909,335000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Joint,1
89.0,365000.0,360.0,1,1,1,2,50%-60%,95.0,385000.0,1,1,1,2,2,2,35-44,White,Hispanic or Latino,Joint,1
86.0,365000.0,360.0,1,2,1,2,50%-60%,96.5,375000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
242.0,275000.0,360.0,1,1,1,2,30%-<36%,95.0,285000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Male,1
76.0,75000.0,180.0,32,1,1,2,30%-<36%,42.003,185000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
180.0,555000.0,360.0,1,1,1,2,45,90.0,625000.0,1,1,1,2,2,2,55-64,Asian,Ethnicity Not Available,Joint,1
96.0,315000.0,360.0,1,2,1,2,50%-60%,96.5,315000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
269.0,225000.0,360.0,2,1,1,2,30%-<36%,54.0,425000.0,3,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
140.0,315000.0,360.0,1,1,1,2,40,90.0,345000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
452.0,625000.0,360.0,1,1,1,2,20%-<30%,66.628,935000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
92.0,375000.0,360.0,1,1,1,2,42,75.0,505000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
79.0,305000.0,360.0,1,1,1,2,43,96.5,315000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Joint,1
76.0,235000.0,360.0,32,2,1,2,30%-<36%,78.859,295000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,1
29.0,95000.0,300.0,1,1,1,2,>60%,,115000.0,1,2,1,1,2,2,25-34,White,Hispanic or Latino,Female,0
270.0,235000.0,360.0,1,1,1,2,20%-<30%,94.04,245000.0,1,1,1,1,2,2,<25,Race Not Available,Ethnicity Not Available,Sex Not Available,1
120.0,415000.0,360.0,1,1,1,2,45,74.6,555000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
50.0,35000.0,120.0,2,1,2,2,>60%,62.722,525000.0,1,1,1,1,2,2,65-74,Race Not Available,Ethnicity Not Available,Male,0
100.0,235000.0,360.0,1,2,1,1,50%-60%,96.5,245000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
164.0,245000.0,360.0,1,1,1,2,20%-<30%,80.0,305000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
52.0,75000.0,360.0,1,2,1,2,20%-<30%,74.305,105000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,0
105.0,215000.0,360.0,1,2,1,2,30%-<36%,99.937,225000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Joint,1
68.0,155000.0,360.0,1,1,1,2,20%-<30%,97.0,165000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
75.0,145000.0,360.0,1,4,1,2,30%-<36%,101.01,145000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Joint,1
155.0,95000.0,120.0,1,1,1,2,20%-<30%,18.033,545000.0,1,1,1,2,2,2,55-64,White,Not Hispanic or Latino,Joint,1
44.0,105000.0,285.0,1,1,1,2,47,,125000.0,3,2,1,1,2,2,55-64,Race Not Available,Hispanic or Latino,Male,0
157.0,385000.0,360.0,1,1,1,2,40,80.0,475000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Male,1
79.0,145000.0,360.0,1,1,1,2,30%-<36%,48.0,305000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
65.0,255000.0,360.0,1,2,1,2,50%-60%,100.0,265000.0,1,1,1,2,2,2,25-34,Black or African American,Not Hispanic or Latino,Female,0
58.0,145000.0,240.0,31,1,1,2,30%-<36%,41.176,345000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,0
104.0,155000.0,360.0,31,1,1,2,20%-<30%,30.0,505000.0,1,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Sex Not Available,1
64.0,225000.0,360.0,1,2,1,2,45,99.53,235000.0,1,1,1,1,2,2,<25,White,Hispanic or Latino,Male,1
50.0,135000.0,360.0,1,1,1,2,45,100.0,135000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Male,1
213.0,705000.0,360.0,1,1,1,2,50%-60%,100.0,705000.0,1,1,1,2,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,0
118.0,155000.0,180.0,4,1,1,2,>60%,75.0,215000.0,2,1,1,1,2,2,45-54,Asian,Ethnicity Not Available,Male,0
88.0,175000.0,360.0,1,4,1,2,40,100.0,175000.0,1,1,1,1,2,2,35-44,Joint,Not Hispanic or Latino,Joint,1
170.0,105000.0,,2,1,1,2,,25.381,395000.0,1,1,1,1,2,2,45-54,Asian,Not Hispanic or Latino,Male,0
167.0,395000.0,360.0,1,1,1,2,20%-<30%,95.0,415000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Joint,1
170.0,405000.0,360.0,32,1,1,2,30%-<36%,77.0,525000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
94.0,305000.0,360.0,1,3,1,2,50%-60%,100.0,295000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
124.0,375000.0,360.0,1,2,1,1,50%-60%,98.189,385000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Joint,1
73.0,55000.0,360.0,32,1,2,2,44,29.994,735000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Female,0
468.0,1255000.0,360.0,1,1,1,2,40,85.0,1475000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Female,1
29.0,45000.0,180.0,32,1,1,2,45,35.62,135000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Male,1
421.0,305000.0,360.0,1,1,1,2,20%-<30%,47.62,625000.0,2,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
139.0,355000.0,360.0,1,1,1,2,30%-<36%,92.0,395000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
105.0,65000.0,180.0,2,1,2,2,36,59.25,285000.0,1,1,1,1,2,2,45-54,White,Hispanic or Latino,Joint,1
,445000.0,360.0,1,1,1,2,,,555000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,0
80.0,135000.0,360.0,1,1,1,2,40,80.0,175000.0,1,1,2,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
52.0,105000.0,300.0,1,1,1,2,30%-<36%,,105000.0,1,2,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,0
132.0,415000.0,360.0,1,2,1,1,50%-60%,96.5,425000.0,1,2,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
37.0,85000.0,360.0,4,2,1,2,20%-<30%,53.333,155000.0,1,1,1,1,2,2,55-64,Asian,Not Hispanic or Latino,Female,0
,395000.0,360.0,32,2,1,2,,,585000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,0
138.0,655000.0,360.0,32,1,1,2,47,80.0,825000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,1
150.0,485000.0,360.0,1,3,1,2,37,94.999,495000.0,1,1,1,2,2,2,35-44,Race Not Available,Hispanic or Latino,Male,1
242.0,935000.0,360.0,1,1,1,2,36,80.0,1165000.0,1,1,1,1,1,2,65-74,White,Not Hispanic or Latino,Joint,1
65.0,205000.0,360.0,32,2,1,2,50%-60%,80.0,255000.0,1,1,1,1,2,2,45-54,Race Not Available,Not Hispanic or Latino,Male,1
129.0,315000.0,360.0,1,1,1,2,30%-<36%,95.0,335000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Joint,1
71.0,205000.0,360.0,1,2,1,2,44,102.5,215000.0,1,1,1,1,2,2,45-54,Race Not Available,Not Hispanic or Latino,Joint,1
59.0,165000.0,360.0,1,1,1,2,47,55.184,295000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Female,1
177.0,485000.0,360.0,1,1,1,2,49,90.0,545000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
106.0,235000.0,300.0,1,1,1,2,30%-<36%,94.96,245000.0,1,2,1,2,2,2,25-34,White,Not Hispanic or Latino,Female,1
44.0,5000.0,120.0,1,1,2,2,44,101.469,175000.0,1,1,1,1,2,2,45-54,2 or more minority races,Ethnicity Not Available,Female,1
318.0,825000.0,378.0,1,1,1,2,38,100.0,825000.0,1,1,1,1,1,2,55-64,White,Not Hispanic or Latino,Joint,1
56.0,245000.0,360.0,1,2,1,2,50%-60%,100.427,255000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
137.0,105000.0,180.0,4,1,2,2,42,76.49,455000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
96.0,175000.0,360.0,1,2,1,2,39,93.08,185000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Female,1
83.0,25000.0,240.0,1,1,1,2,20%-<30%,,,1,2,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Joint,1
185.0,515000.0,180.0,1,1,1,1,49,90.0,565000.0,1,1,1,1,2,2,35-44,Race Not Available,Not Hispanic or Latino,Male,1
122.0,55000.0,120.0,4,1,2,2,20%-<30%,26.859,195000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
64.0,265000.0,360.0,31,1,1,2,37,77.679,345000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
55.0,55000.0,120.0,1,1,1,2,,42.22,135000.0,1,2,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,0
89.0,345000.0,360.0,1,1,1,2,43,90.0,385000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Female,1
252.0,595000.0,180.0,1,1,1,2,30%-<36%,80.0,745000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Joint,1
62.0,105000.0,360.0,1,1,1,2,37,33.0,305000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Male,1
660.0,1065000.0,360.0,1,1,1,2,45,80.0,1325000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Female,1
119.0,85000.0,360.0,32,1,1,2,30%-<36%,60.0,135000.0,3,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,0
139.0,345000.0,360.0,1,1,1,2,20%-<30%,80.0,435000.0,1,1,1,1,2,2,45-54,Black or African American,Hispanic or Latino,Male,1
71.0,135000.0,360.0,1,3,1,2,<20%,100.0,135000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Male,1
84.0,275000.0,360.0,1,1,1,2,20%-<30%,80.0,345000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Female,1
1350.0,655000.0,372.0,32,1,1,2,<20%,62.381,1055000.0,1,1,1,2,2,1,45-54,White,Not Hispanic or Latino,Joint,1
93.0,235000.0,360.0,1,1,1,2,40,57.524,415000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
107.0,315000.0,360.0,1,1,1,2,42,95.0,335000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Joint,1
147.0,275000.0,360.0,32,1,1,2,20%-<30%,80.0,345000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Male,0
130.0,355000.0,360.0,32,3,1,2,47,90.0,395000.0,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Male,1
131.0,85000.0,,1,1,2,2,,,,1,1,1,1,2,2,45-54,White,Hispanic or Latino,Female,0
123.0,45000.0,180.0,4,1,2,2,<20%,54.647,235000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,1
89.0,185000.0,300.0,1,1,1,2,>60%,,185000.0,1,2,1,2,2,2,55-64,Race Not Available,Not Hispanic or Latino,Joint,0
48.0,215000.0,360.0,1,1,1,1,49,70.0,315000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
273.0,1205000.0,360.0,1,1,1,2,50%-60%,80.0,1505000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
176.0,615000.0,360.0,1,2,1,2,48,80.0,755000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Joint,1
69.0,205000.0,360.0,1,2,1,2,47,102.682,225000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,1
,495000.0,360.0,31,1,1,2,,,,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Joint,1
100.0,245000.0,360.0,1,2,1,2,37,98.15,245000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
82.0,155000.0,120.0,31,1,2,2,>60%,77.097,585000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Male,0
108.0,85000.0,180.0,4,1,2,2,41,49.817,835000.0,1,1,1,1,2,1,45-54,Race Not Available,Ethnicity Not Available,Sex Not Available,1
49.0,245000.0,347.0,1,1,1,2,>60%,,275000.0,1,2,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,0
108.0,335000.0,360.0,1,2,1,2,50%-60%,96.5,345000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Male,1
172.0,265000.0,360.0,1,1,1,2,20%-<30%,43.089,615000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
90.0,275000.0,360.0,1,1,1,2,43,93.22,295000.0,1,1,1,2,2,2,55-64,Asian,Not Hispanic or Latino,Male,1
45.0,145000.0,360.0,32,2,1,2,39,35.897,395000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Male,1
180.0,335000.0,360.0,1,1,1,2,20%-<30%,50.074,675000.0,2,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
68.0,225000.0,360.0,1,1,1,2,30%-<36%,54.013,405000.0,1,1,1,1,2,2,55-64,Race Not Available,Hispanic or Latino,Female,0
21.0,65000.0,360.0,1,1,1,2,47,98.468,65000.0,1,1,1,1,2,2,65-74,Race Not Available,Ethnicity Not Available,Sex Not Available,0
188.0,425000.0,360.0,1,1,1,2,39,57.278,745000.0,1,1,1,2,2,2,>74,White,Not Hispanic or Latino,Female,1
238.0,465000.0,360.0,1,1,1,2,20%-<30%,90.0,515000.0,1,1,1,2,2,2,55-64,White,Not Hispanic or Latino,Joint,1
,35000.0,120.0,31,1,2,2,41,100.321,315000.0,1,1,1,1,2,2,25-34,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Joint,1
30.0,105000.0,360.0,1,1,1,2,45,44.491,235000.0,1,1,1,1,2,2,<25,Race Not Available,Hispanic or Latino,Sex Not Available,1
139.0,305000.0,360.0,1,1,1,2,36,85.0,365000.0,1,1,1,1,2,2,45-54,White,Joint,Male,1
54.0,135000.0,360.0,1,1,1,2,41,67.5,205000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
346.0,245000.0,360.0,1,1,1,2,30%-<36%,40.496,605000.0,3,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Joint,1
23.0,35000.0,84.0,31,1,1,2,47,11.442,325000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Female,1
193.0,375000.0,360.0,1,1,1,2,20%-<30%,75.0,505000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
134.0,365000.0,360.0,1,1,1,2,30%-<36%,95.0,385000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
54.0,205000.0,360.0,32,3,1,2,>60%,,205000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,0
194.0,155000.0,360.0,2,1,1,2,20%-<30%,28.572,525000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
84.0,345000.0,360.0,1,2,1,2,50%-60%,96.21,355000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
49.0,145000.0,360.0,32,2,1,2,50%-60%,81.86,175000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,0
131.0,255000.0,360.0,1,1,1,2,20%-<30%,90.0,285000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,1
111.0,565000.0,360.0,1,1,1,2,45,94.917,605000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Male,1
223.0,105000.0,180.0,1,1,1,2,<20%,16.667,605000.0,1,1,1,1,2,2,55-64,White,Ethnicity Not Available,Joint,1
244.0,485000.0,360.0,31,1,1,2,49,80.0,605000.0,1,1,1,2,2,2,45-54,Black or African American,Not Hispanic or Latino,Sex Not Available,1
188.0,615000.0,360.0,1,1,1,2,40,94.28,655000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,1
98.0,25000.0,360.0,1,1,2,2,44,100.878,375000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Female,1
235.0,665000.0,360.0,1,1,1,2,49,95.0,705000.0,1,1,1,1,2,2,25-34,White,Joint,Joint,1
358.0,1005000.0,360.0,4,1,1,2,>60%,94.787,1055000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
147.0,255000.0,360.0,1,1,1,2,45,75.0,345000.0,3,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,1
35.0,65000.0,276.0,1,1,1,2,49,,65000.0,1,2,1,1,2,2,25-34,White,Hispanic or Latino,Female,0
51.0,165000.0,360.0,1,1,1,2,38,100.0,165000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
179.0,295000.0,360.0,1,1,1,2,20%-<30%,83.992,355000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Female,1
93.0,365000.0,360.0,1,1,1,2,45,96.49,375000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
64.0,165000.0,360.0,1,1,1,2,40,97.0,165000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
67.0,245000.0,360.0,1,2,1,2,50%-60%,96.06,255000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
60.0,115000.0,360.0,1,1,1,2,30%-<36%,75.0,175000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Joint,0
80.0,195000.0,360.0,1,1,1,2,36,91.429,215000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
33.0,55000.0,360.0,32,1,1,2,30%-<36%,83.333,65000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,0
38.0,115000.0,360.0,1,1,1,2,38,79.861,145000.0,1,1,1,1,2,2,<25,White,Hispanic or Latino,Male,1
300.0,4685000.0,360.0,1,1,1,2,>60%,60.0,7805000.0,1,1,1,1,1,2,55-64,Race Not Available,Ethnicity Not Available,Sex Not Available,0
108.0,345000.0,360.0,1,1,1,2,39,101.431,335000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Joint,1
74.0,65000.0,120.0,2,1,2,2,,,,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Female,0
26.0,95000.0,360.0,32,2,1,2,36,38.968,235000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,0
53.0,205000.0,360.0,1,1,1,1,46,67.374,305000.0,1,1,1,1,2,2,45-54,Asian,Not Hispanic or Latino,Female,1
125.0,255000.0,360.0,1,1,1,1,20%-<30%,37.0,695000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
70.0,195000.0,360.0,1,1,1,2,43,99.972,205000.0,1,1,1,1,2,2,55-64,White,Ethnicity Not Available,Male,1
29.0,35000.0,120.0,4,1,2,2,50%-60%,71.643,185000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Male,0
121.0,405000.0,360.0,1,1,1,2,30%-<36%,90.0,445000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
108.0,445000.0,360.0,1,1,1,2,39,95.0,475000.0,1,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Male,1
326.0,615000.0,360.0,1,1,1,2,46,95.0,645000.0,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Joint,1
73.0,195000.0,360.0,1,1,1,2,30%-<36%,80.0,245000.0,1,1,1,1,2,2,25-34,Race Not Available,Not Hispanic or Latino,Female,1
23.0,75000.0,300.0,1,1,1,2,49,,75000.0,1,2,1,1,2,2,45-54,Race Not Available,Hispanic or Latino,Female,0
149.0,525000.0,360.0,1,1,1,2,44,80.0,655000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
75.0,245000.0,360.0,1,3,1,2,42,,315000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Male,1
195.0,255000.0,360.0,1,2,1,2,30%-<36%,96.5,265000.0,1,1,2,1,2,2,65-74,White,Not Hispanic or Latino,Female,1
79.0,305000.0,360.0,32,1,1,2,37,67.0,455000.0,1,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Sex Not Available,1
129.0,155000.0,360.0,1,1,1,2,<20%,80.0,195000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
69.0,65000.0,240.0,1,1,1,2,39,49.59,125000.0,1,2,1,2,2,2,55-64,White,Not Hispanic or Latino,Male,1
86.0,335000.0,360.0,32,3,1,2,44,100.0,335000.0,1,1,1,2,2,2,65-74,Race Not Available,Ethnicity Not Available,Sex Not Available,1
174.0,455000.0,360.0,1,1,1,2,20%-<30%,95.0,485000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Joint,1
155.0,435000.0,360.0,1,1,1,2,50%-60%,78.56,545000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
183.0,175000.0,360.0,31,1,1,2,<20%,44.588,405000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
38.0,105000.0,360.0,1,1,1,1,30%-<36%,85.0,125000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
224.0,625000.0,360.0,1,1,1,2,43,80.0,775000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
416.0,225000.0,360.0,1,1,1,2,<20%,75.0,305000.0,2,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Joint,1
201.0,515000.0,360.0,1,1,1,2,42,,645000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Female,1
51.0,55000.0,360.0,1,1,1,2,45,95.0,55000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
150.0,385000.0,360.0,32,1,1,2,47,70.0,555000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
236.0,305000.0,360.0,4,1,1,2,50%-60%,66.667,455000.0,2,1,1,1,2,2,45-54,Asian,Not Hispanic or Latino,Joint,0
91.0,145000.0,360.0,1,1,1,2,42,70.0,205000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
73.0,325000.0,360.0,32,1,1,2,45,80.0,415000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Joint,0
78.0,285000.0,360.0,1,2,1,2,47,90.0,315000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
108.0,195000.0,360.0,32,2,1,2,20%-<30%,80.0,245000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Sex Not Available,1
93.0,375000.0,360.0,1,1,1,2,41,95.0,385000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Female,1
23.0,45000.0,360.0,2,1,2,2,>60%,64.03,205000.0,1,2,1,1,2,2,65-74,White,Not Hispanic or Latino,Female,0
29.0,35000.0,360.0,31,1,1,2,<20%,54.705,65000.0,1,2,1,1,2,2,35-44,White,Hispanic or Latino,Female,0
257.0,695000.0,360.0,1,3,1,2,30%-<36%,100.0,695000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Male,1
277.0,455000.0,360.0,1,1,1,2,20%-<30%,80.0,565000.0,2,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
43.0,195000.0,360.0,1,1,1,2,44,101.042,195000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
98.0,45000.0,12.0,1,1,2,2,50%-60%,29.259,395000.0,1,1,1,1,1,1,55-64,White,Not Hispanic or Latino,Female,1
104.0,325000.0,180.0,1,1,1,2,40,68.085,475000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Male,1
117.0,375000.0,360.0,1,2,1,2,42,96.5,385000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Joint,1
112.0,325000.0,360.0,32,3,1,2,39,,365000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
123.0,435000.0,348.0,1,1,1,2,46,78.0,565000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
80.0,185000.0,360.0,1,2,1,2,48,98.189,185000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
83.0,215000.0,360.0,1,1,1,2,41,101.505,225000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Male,1
90.0,295000.0,360.0,1,1,1,2,49,75.0,355000.0,3,1,2,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Male,0
88.0,225000.0,,31,1,1,2,20%-<30%,81.197,285000.0,1,1,1,1,2,2,25-34,American Indian or Alaska Native,Hispanic or Latino,Joint,0
85.0,435000.0,360.0,1,3,1,2,50%-60%,100.0,455000.0,1,2,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
90.0,25000.0,360.0,4,1,2,2,20%-<30%,35.652,575000.0,1,1,1,1,2,2,65-74,White,Hispanic or Latino,Female,0
65.0,85000.0,360.0,1,1,1,2,36,,95000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
50.0,125000.0,180.0,32,1,1,2,45,41.967,305000.0,1,1,1,1,2,2,65-74,Black or African American,Joint,Female,1
51.0,155000.0,300.0,1,1,1,2,50%-60%,,155000.0,1,2,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,0
179.0,95000.0,180.0,4,1,2,2,30%-<36%,41.365,945000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
76.0,245000.0,360.0,1,1,1,2,49,80.0,305000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
215.0,745000.0,360.0,1,1,1,2,>60%,90.0,825000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Female,0
102.0,55000.0,240.0,32,1,2,2,30%-<36%,84.95,475000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
